rank,name,rating,url,location_coordinate,location_country,location_region,elevation_top_m,elevation_difference_m,total_slope_length_km,number_of_lifts,number_of_slopes,annual_snowfall_cm,number_of_matches
146,Timberline,1031.8,https://www.timberlinelodge.com/,"{'lat': '45.3314', 'long': '-121.7116'}",USA,Oregon,2603.0,1125.0,31.0,7.0,31.0,1100.0,1
147,Disentis,1031.6,https://www.disentis.fun/,"{'lat': '46.7055', 'long': '8.8554'}",Switzerland,Graubünden,2833.0,1606.0,60.0,12.0,21.0,500.0,1
148,Lauchernalp,1031.6,https://www.loetschental.ch/?id=108,"{'lat': '46.402', 'long': '7.803'}",Switzerland,Valais,3100.0,1697.0,40.0,6.0,3.0,500.0,1
149,Nebelhorn,1031.1,https://www.ok-bergbahnen.com/winter/skigebiete/nebelhorn/,"{'lat': '47.4047', 'long': '10.3051'}",Germany,Oberallgäu,2224.0,1396.0,12.9,6.0,3.0,180.0,1
150,Zauchensee,1030.3,https://www.zauchensee.at/,"{'lat': '47.2833', 'long': '13.4500'}",Austria,St. Johann im Pongau,2176.0,1176.0,45.0,16.0,16.0,500.0,1
151,Ski Juwel,1030.2,https://www.skijuwel.com/,"{'lat': '47.372', 'long': '11.895'}",Austria,Bezirk Kufstein,2030.0,1200.0,97.0,45.0,31.0,400.0,13
152,Naeba,1030.2,https://www.princehotels.com/en/ski/naeba/,"{'lat': '36.7933', 'long': '138.7836'}",Japan,Niigata Prefecture,1789.0,889.0,19.0,15.0,18.0,800.0,1
153,Saint Luc/Chandolin,1029.8,https://www.valdanniviers.ch/fr/Z15402/st-luc-chandolin,"{'lat': '46.2206', 'long': '7.6000'}",Switzerland,Valais,2980.0,1300.0,60.0,15.0,15.0,500.0,1
154,Myoko Suginohara,1029.7,https://www.princehotels.com/en/ski/myoko_kogen/,"{'lat': '36.8915', 'long': '138.1111'}",Japan,Niigata Prefecture,1855.0,1124.0,50.0,5.0,3.0,1200.0,1
155,Pizol,1029.5,https://pizol.com/,"{'lat': '47.0172', 'long': '9.4776'}",Switzerland,St. Gallen,2227.0,1718.0,50.0,12.0,12.0,300.0,1
156,Scuol – Motta Naluns,1028.9,https://www.bergbahnen-scuol.ch/,"{'lat': '46.7964', 'long': '10.2867'}",Switzerland,Graubünden,2785.0,1535.0,70.0,12.0,54.0,400.0,1
157,Furano,1028.9,https://www.princehotels.com/en/ski/furano/,"{'lat': '43.345', 'long': '142.385'}",Japan,Hokkaido,1074.0,829.0,32.0,9.0,43.0,900.0,1
158,Great Northern Snow Cat,1028.4,https://www.greatnorthernsnowcat.com/,"{'lat': '50.8318', 'long': '-117.3739'}",Canada,British Columbia,2450.0,1570.0,40.0,4.0,10.0,1000.0,1
159,Rinderberg/Saanerslochgrat/Horneggli,1028.4,https://skiwelt-gstaad.ch/winter,"{'lat': '46.5061', 'long': '7.3793'}",Switzerland,Bern,2011.0,1063.0,89.0,15.0,3.0,300.0,1
160,Nozawa Onsen,1027.9,https://nozawaski.com/,"{'lat': '36.9221', 'long': '138.4406'}",Japan,Nagano Prefecture,1650.0,1085.0,44.5,17.0,44.0,800.0,1
161,Rifflsee,1027.9,https://www.pitztaler-gletscher.at,"{'lat': '47.0567', 'long': '10.8744'}",Austria,Imst,2800.0,1160.0,26.0,6.0,3.0,500.0,1
162,Stowe,1027.6,https://www.stowe.com/,"{'lat': '44.4742', 'long': '-72.7138'}",USA,Vermont,1116.0,726.0,70.0,12.0,34.0,800.0,1
163,Val Senales Glacier,1027.2,https://www.schnalstal.com/,"{'lat': '46.7589', 'long': '10.7873'}",Italy,Trentino-Alto Adige (Trentino-Südtirol),3212.0,1201.0,42.0,11.0,46.0,500.0,1
164,Speikboden,1026.7,https://www.skiworldahrntal.it/,"{'lat': '46.9327', 'long': '11.8947'}",Italy,Trentino-Alto Adige,2400.0,1450.0,41.5,8.0,3.0,400.0,1
165,Lotte Arai Resort,1026.4,https://www.lottehotel.com/arai-resort/en.html,"{'lat': '36.9491', 'long': '138.1793'}",Japan,Niigata Prefecture,1280.0,951.0,16.0,5.0,16.0,1200.0,1
166,Appi Kogen,1026.1,https://www.appi.co.jp/,"{'lat': '40.0052', 'long': '140.9552'}",Japan,Iwate Prefecture,1328.0,828.0,45.0,18.0,36.0,1200.0,1
167,Kootenay,1025.8,https://www.cmhheli.com/destinations/kootenay,"{'lat': '50.7801', 'long': '-116.0492'}",Canada,British Columbia,2880.0,1820.0,100.0,2.0,30.0,800.0,1
168,Les Contamines,1025.5,https://www.lescontamines.com/,"{'lat': '45.820833', 'long': '6.733056'}",France,Auvergne-Rhône-Alpes,2437.0,1273.0,120.0,24.0,30.0,350.0,1
169,Cerler,1025.2,https://www.cerler.com/,"{'lat': '42.6025', 'long': '0.5319'}",Spain,Huesca,2630.0,1130.0,80.0,20.0,53.0,300.0,1
170,Alpe Cermis,1025.0,https://www.alpecermis.it,"{'lat': '46.2885', 'long': '11.4615'}",Italy,Trentino-Alto Adige,2250.0,1390.0,24.0,7.0,50.0,400.0,1
171,Aomori Spring,1024.7,https://aomorispring.com/ski,"{'lat': '40.6761', 'long': '140.2906'}",Japan,Aomori Prefecture,921.0,525.0,20.0,5.0,20.0,1200.0,1
172,Jakobshorn,1023.9,https://www.davosklostersmountains.ch/de/mountains/berge/jakobshorn,"{'lat': '46.7927', 'long': '9.8215'}",Switzerland,Graubünden,2568.0,1033.0,41.2,13.0,30.0,400.0,1
173,Kicking Horse,1023.5,https://kickinghorseresort.com/,"{'lat': '51.2982', 'long': '-117.0474'}",Canada,British Columbia,2450.0,1260.0,100.0,5.0,128.0,700.0,1
174,Sportgastein,1023.2,https://www.skigastein.com/de/skigebiet/sportgastein,"{'lat': '47.0100', 'long': '13.0073'}",Austria,Pongau,2650.0,1065.0,18.0,3.0,3.0,450.0,1
175,Diedamskopf,1023.0,https://www.diedamskopf.at/,"{'lat': '47.3150', 'long': '10.0190'}",Austria,Bregenz,2060.0,1240.0,40.0,9.0,3.0,550.0,1
176,Großglockner Resort Kals-Matrei,1022.8,https://www.gg-resort.at/,"{'lat': '47.0030', 'long': '12.5528'}",Austria,Bezirk Lienz,2426.0,1493.0,40.0,12.0,19.0,300.0,1
177,Galena,1022.7,https://www.cmhheli.com/destinations/galena,"{'lat': '50.0000', 'long': '-117.0000'}",Canada,Alberta,3100.0,2100.0,50.0,2.0,25.0,800.0,1
178,Meiringen-Hasliberg,1022.6,https://www.meiringen-hasliberg.ch/,"{'lat': '46.7273', 'long': '8.2091'}",Switzerland,Bern,2433.0,1368.0,60.0,13.0,49.0,400.0,1
179,Klausberg,1022.2,https://www.skiworldahrntal.it/,"{'lat': '46.9627', 'long': '11.9377'}",Italy,Trentino-Alto Adige,2510.0,1460.0,40.5,11.0,58.0,300.0,1
180,Paganella,1021.6,https://www.paganella.net/,"{'lat': '46.1629', 'long': '11.0030'}",Italy,Trentino-Alto Adige,2125.0,1085.0,40.0,15.0,40.0,400.0,1
181,Fellhorn/Kanzelwand,1021.2,https://www.ok-bergbahnen.com/winter/skigebiete/fellhorn-kanzelwand/,"{'lat': '47.3810', 'long': '10.2677'}",Germany,Oberallgäu,1967.0,1047.0,34.0,14.0,3.0,300.0,1
182,Formigal,1021.2,https://www.formigal-panticosa.com/,"{'lat': '42.7720', 'long': '-0.3935'}",Spain,Huesca,2265.0,764.0,143.0,21.0,39.0,350.0,1
183,Mt. Baker,1021.0,https://www.mtbaker.us/,"{'lat': '48.8584', 'long': '-121.6659'}",USA,Washington,1525.0,455.0,100.0,10.0,3.0,1600.0,1
184,Kvitfjell,1021.0,https://www.kvitfjell.no/,"{'lat': '61.4547', 'long': '10.1750'}",Norway,Innlandet,1032.0,847.0,39.0,14.0,54.0,300.0,1
185,Espace Lumière – Pra Loup/Val d’Allos,1020.9,https://www.praloup.com/,"{'lat': '44.375550', 'long': '6.625700'}",France,Provence-Alpes-Côte d’Azur,2576.0,968.0,180.0,36.0,81.0,400.0,1
186,Powder Mountain,1020.8,https://www.powdermountain.com/,"{'lat': '41.3784', 'long': '-111.7838'}",USA,Utah,2713.0,612.0,68.0,9.0,4.0,750.0,1
187,Gitschberg Jochtal,1020.8,https://www.gitschberg-jochtal.com/de/winter/das-skigebiet.html,"{'lat': '46.8475', 'long': '11.6647'}",Italy,Trentino-Alto Adige,2510.0,1203.0,55.0,15.0,28.0,350.0,1
188,Civetta,1020.7,https://skicivetta.com/,"{'lat': '46.4000', 'long': '12.1000'}",Italy,Venetia (Veneto),2100.0,1100.0,72.0,23.0,30.0,300.0,1
189,Sunshine Village,1020.3,https://www.skibanff.com/,"{'lat': '51.1153', 'long': '-115.7631'}",Canada,Alberta,2730.0,1070.0,109.0,12.0,47.0,900.0,1
190,Pantheon,1019.7,https://www.bellacoolaheliskiing.com/de_DE/lodges-2/pantheon-heli-ranch/,"{'lat': '52.3614', 'long': '-126.7708'}",Canada,British Columbia,2896.0,1982.0,0.0,0.0,0.0,1500.0,1
191,Buttermilk Mountain,1019.7,https://www.aspensnowmass.com/,"{'lat': '39.1911', 'long': '-106.8175'}",USA,Colorado,3018.0,619.0,34.0,5.0,3.0,760.0,1
192,Crested Butte,1019.2,https://www.skicb.com/,"{'lat': '38.8697', 'long': '-106.9878'}",USA,Colorado,3620.0,846.0,121.0,12.0,3.0,700.0,1
193,Balme/Les Autannes,1018.8,https://www.montblancnaturalresort.com/fr/domaine-skiable-balme,"{'lat': '46.0047', 'long': '6.9545'}",France,Haute-Savoie,2250.0,797.0,29.0,13.0,29.0,600.0,1
194,Mt. Hood Meadows,1018.7,https://www.skihood.com/,"{'lat': '45.3301', 'long': '-121.6627'}",USA,Oregon,2225.0,847.0,90.0,12.0,50.0,1200.0,1
195,Arapahoe Basin,1017.8,https://www.arapahoebasin.com/,"{'lat': '39.642611', 'long': '-105.871186'}",USA,Colorado,3790.0,504.0,105.0,9.0,67.0,760.0,1
196,Grand Targhee,1017.7,https://www.grandtarghee.com/,"{'lat': '43.7878', 'long': '-110.9632'}",USA,Wyoming,3048.0,738.0,35.0,6.0,35.0,1270.0,1
197,Gerlosstein,1017.6,https://www.zillertalarena.com/de/arena/winter/gerlosstein.html?bl=/de/arena/winter/zillertal_arena-info.html,"{'lat': '47.2091', 'long': '11.8678'}",Austria,Schwaz,1836.0,907.0,10.0,5.0,10.0,500.0,1
198,Yellowstone Club,1017.4,https://yellowstoneclub.com/,"{'lat': '45.2511', 'long': '-111.3480'}",USA,Montana,3005.0,823.0,80.0,19.0,20.0,762.0,1
199,Bardonecchia,1017.3,https://www.bardonecchiaski.com/,"{'lat': '45.0783', 'long': '6.7171'}",Italy,Piedmont,2800.0,1488.0,100.0,22.0,3.0,400.0,1
200,Bald Mountain,1017.2,https://www.sunvalley.com/,"{'lat': '43.6956', 'long': '-114.3474'}",USA,Idaho,2789.0,1036.0,92.0,12.0,92.0,500.0,1
201,Saint-Lary-Soulan,1017.0,https://www.saintlary.com/,"{'lat': '42.8167', 'long': '0.3167'}",France,Hautes-Pyrénées,2515.0,918.0,105.0,24.0,45.0,300.0,1
202,Brighton,1016.9,https://brightonresort.com/,"{'lat': '40.5982', 'long': '-111.5843'}",USA,Utah,3239.0,572.0,66.0,8.0,46.0,1250.0,1
203,Villars/Gryon/Les Diablerets,1016.8,https://www.alpesvaudoises.ch/fr/pages/tvgd,"{'lat': '46.295054', 'long': '7.181947'}",Switzerland,Canton of Vaud,2120.0,896.0,84.0,25.0,30.0,400.0,1
204,Bugaboos,1016.4,https://www.cmhheli.com/our-lodges/bugaboos/,"{'lat': '50.7667', 'long': '-116.5667'}",Canada,British Columbia,3050.0,2105.0,0.0,2.0,0.0,1200.0,1
205,Chisenupuri,1016.0,https://www.skiresort.info/ski-resort/chisenupuri-rankoshi-cho/,"{'lat': '42.8597', 'long': '140.5625'}",Japan,Hokkaido,832.0,280.0,5.0,2.0,5.0,1200.0,1
206,Orcières Merlette 1850,1015.4,https://www.orcieres.com/,"{'lat': '44.698', 'long': '6.320'}",France,Hautes-Alpes,2725.0,875.0,100.0,28.0,3.0,500.0,1
207,Hinterstoder,1015.1,https://skisport.com/HiWu/,"{'lat': '47.6997', 'long': '14.1586'}",Austria,Steyr-Kirchdorf,2000.0,1400.0,39.9,13.0,25.0,300.0,1
208,Wildhorse Cat Skiing,1015.1,https://www.skiresort.info/ski-resort/wildhorse-cat-skiing/,"{'lat': '49.4952', 'long': '-117.2948'}",Canada,British Columbia,2200.0,800.0,30.0,1.0,12.0,800.0,1
209,Eggli/La Videmanette,1014.9,https://www.gstaad.ch/bergbahnen/unsere-berge/eggli-la-videmanette.html,"{'lat': '46.4866', 'long': '7.2715'}",Switzerland,Bern,2151.0,1159.0,58.0,9.0,3.0,300.0,1
210,Kaunertal Glacier,1014.7,https://www.kaunertaler-gletscher.at/,"{'lat': '46.9122', 'long': '10.7511'}",Austria,Landeck,3113.0,963.0,55.0,7.0,20.0,500.0,1
211,Latemar,1014.3,https://www.obereggen.com,"{'lat': '46.3714', 'long': '11.5374'}",Italy,Trentino-Alto Adige,2388.0,848.0,49.0,18.0,66.0,300.0,1
212,Le Grand Bornand,1014.2,https://www.legrandbornand.com/,"{'lat': '45.9428', 'long': '6.4274'}",France,Haute-Savoie,2100.0,1100.0,90.0,24.0,40.0,500.0,1
213,Gerlitzen,1013.7,https://www.gerlitzen.com/,"{'lat': '46.6833', 'long': '13.9167'}",Austria,Villach,1911.0,911.0,52.0,20.0,57.0,300.0,1
214,Plose,1013.2,https://www.plose.org/,"{'lat': '46.7234', 'long': '11.7185'}",Italy,Trentino-Alto Adige,2505.0,1466.0,42.5,7.0,11.0,300.0,1
215,Solitude,1013.1,https://solitudemountain.com/,"{'lat': '40.6203', 'long': '-111.5913'}",USA,Utah,3059.0,619.0,64.0,9.0,47.0,900.0,1
216,Moelltal Glacier,1012.8,https://www.moelltaler-gletscher.at/,"{'lat': '46.9736', 'long': '12.9011'}",Austria,Spittal an der Drau,3122.0,1014.0,36.0,9.0,19.0,500.0,1
217,Sulden am Ortler,1012.7,https://www.seilbahnensulden.it/,"{'lat': '46.5269', 'long': '10.5646'}",Italy,Trentino-Alto Adige,3250.0,1350.0,44.0,11.0,53.0,400.0,1
218,Gaustablikk,1012.6,https://gausta.com/,"{'lat': '59.8783', 'long': '8.7194'}",Norway,Vestfold og Telemark,1800.0,1098.0,35.0,14.0,35.0,300.0,1
219,Hafjell,1012.3,https://www.hafjell.no/,"{'lat': '61.2415', 'long': '10.4389'}",Norway,Innlandet,1059.0,864.0,50.0,18.0,52.0,250.0,1
220,Valchiavenna,1011.9,https://www.skiareavalchiavenna.it/,"{'lat': '46.4336', 'long': '9.3501'}",Italy,Lombardy,2948.0,1398.0,37.0,10.0,37.0,450.0,1
221,Powder Mountain,1011.5,https://powdermountaincatskiing.com/,"{'lat': '50.1163', 'long': '-122.9544'}",Canada,British Columbia,2100.0,1100.0,30.0,8.0,25.0,1000.0,1
222,Tauplitz,1011.1,https://www.dietauplitz.com/,"{'lat': '47.5669', 'long': '13.9939'}",Austria,Liezen,1965.0,1069.0,43.5,17.0,26.0,400.0,1
223,Alyeska Resort,1011.0,https://www.alyeskaresort.com/,"{'lat': '60.9706', 'long': '-149.0987'}",USA,Alaska,840.0,758.0,62.0,7.0,10.0,1000.0,1
224,Katschberg,1010.8,https://www.katschi.at/,"{'lat': '47.0497', 'long': '13.6328'}",Austria,Spittal an der Drau,2220.0,1154.0,80.0,17.0,51.0,250.0,1
225,Brauneck,1010.5,https://www.brauneck-bergbahn.de/winter/,"{'lat': '47.67742', 'long': '11.55017'}",Germany,Bad Tölz-Wolfratshausen,1712.0,1012.0,31.0,15.0,20.0,300.0,1
226,Obersaxen/Mundaun,1010.4,https://www.obersaxen-mundaun.ch/,"{'lat': '46.7438', 'long': '9.0936'}",Switzerland,Graubünden,2310.0,1109.0,120.0,15.0,21.0,350.0,1
227,Sahoro,1010.3,https://sahoro.co.jp/,"{'lat': '43.2191', 'long': '142.7864'}",Japan,Hokkaido,1030.0,620.0,25.0,8.0,16.0,800.0,1
228,Madrisa,1010.2,http://www.madrisa.ch,"{'lat': '46.9021', 'long': '9.8482'}",Switzerland,Grisons,2602.0,1460.0,22.9,8.0,27.0,300.0,1
229,Tsugaike Kogen,1010.1,https://www.tsugaike.gr.jp/,"{'lat': '36.7206', 'long': '137.8346'}",Japan,Nagano,1704.0,904.0,25.0,18.0,3.0,850.0,1
230,Krippenstein,1010.0,https://dachstein-salzkammergut.com/,"{'lat': '47.5553', 'long': '13.6888'}",Austria,Gmunden,2109.0,1500.0,12.0,7.0,3.0,400.0,1
231,San Martino di Castrozza,1009.7,https://www.sanmartino.com/,"{'lat': '46.2656', 'long': '11.8093'}",Italy,Trentino-Alto Adige,2357.0,953.0,60.0,21.0,56.0,300.0,1
232,Kreischberg,1009.3,https://www.kreischberg.at/,"{'lat': '47.1111', 'long': '14.0797'}",Austria,Murau,2118.0,1250.0,42.5,12.0,65.0,250.0,1
233,Zugspitze,1009.1,https://zugspitze.de/,"{'lat': '47.4210', 'long': '10.9854'}",Germany,Garmisch-Partenkirchen,2720.0,720.0,20.0,10.0,10.0,250.0,1
234,Norefjell,1008.9,https://www.norefjell.com/,"{'lat': '60.1', 'long': '9.5'}",Norway,Viken,1188.0,1008.0,25.0,13.0,25.0,300.0,1
235,Ylläs,1008.5,https://www.yllas.fi/,"{'lat': '67.5775', 'long': '24.2231'}",Finland,Lapin lääni,719.0,464.0,53.0,26.0,30.0,500.0,1
236,St. Johann in Tirol,1008.3,https://www.bergbahnen-stjohann.at/,"{'lat': '47.51861', 'long': '12.42306'}",Austria,Kitzbühel,1604.0,945.0,40.0,10.0,52.0,400.0,1
237,Bad Kleinkirchheim,1008.2,https://www.badkleinkirchheim.com/,"{'lat': '46.813056', 'long': '13.789167'}",Austria,Bezirk Spittal an der Drau,2055.0,968.0,108.0,22.0,94.0,200.0,1
238,Alpe Lusia,1007.5,https://www.alpelusia.it/,"{'lat': '46.3525', 'long': '11.6164'}",Italy,Trentino-Alto Adige,2340.0,973.0,27.0,8.0,20.0,400.0,1
239,Sugarbush,1007.4,https://www.sugarbush.com/,"{'lat': '44.1351', 'long': '-72.8942'}",USA,Vermont,1240.0,788.0,85.0,15.0,85.0,600.0,1
240,Madarao/Tangram,1007.2,https://www.madarao.jp/,"{'lat': '36.9102', 'long': '138.2989'}",Japan,"Nagano Prefecture, Niigata Prefecture",1340.0,540.0,34.0,16.0,34.0,1200.0,1
241,Sugar Bowl,1006.8,https://www.sugarbowl.com/,"{'lat': '39.3041', 'long': '-120.3345'}",USA,California,2555.0,457.0,70.0,13.0,35.0,1100.0,1
242,Hakuba 47/Goryu,1006.5,https://www.hakuba47.co.jp/,"{'lat': '36.693611', 'long': '137.824722'}",Japan,Nagano Prefecture,1644.0,876.0,23.0,20.0,22.0,800.0,1
243,Savognin,1006.4,https://www.valsurses.ch/de/bergbahnen/savognin-bergbahnen,"{'lat': '46.5925', 'long': '9.5698'}",Switzerland,Graubünden,2713.0,1545.0,73.0,12.0,51.0,400.0,1
244,Diavolezza/Lagalb,1005.7,https://www.corvatsch-diavolezza.ch/,"{'lat': '46.4228', 'long': '9.9796'}",Switzerland,Graubünden,3006.0,913.0,35.0,5.0,10.0,450.0,1
245,Pila,1005.4,https://pila.it/,"{'lat': '45.705', 'long': '7.316'}",Italy,Aosta Valley,2740.0,1200.0,70.0,12.0,70.0,400.0,1
246,Carezza,1005.4,https://carezza.it/,"{'lat': '46.40982', 'long': '11.58702'}",Italy,Trentino-Alto Adige,2337.0,1155.0,40.0,13.0,22.0,200.0,1
247,Almenwelt Lofer,1004.3,https://www.skialm-lofer.com/,"{'lat': '47.5858', 'long': '12.6964'}",Austria,Zell am See,1670.0,1030.0,46.0,10.0,17.0,400.0,1
248,Brigels/Waltensburg/Andiast,1003.8,https://www.brigels-bergbahnen.ch/,"{'lat': '46.7681', 'long': '9.0569'}",Switzerland,Graubünden,2418.0,1316.0,40.0,10.0,10.0,300.0,1
249,La Norma,1003.8,https://www.la-norma.ski/,"{'lat': '45.2181', 'long': '6.6979'}",France,Savoie,2750.0,1400.0,65.0,13.0,3.0,400.0,1
250,Golm,1003.6,https://www.golm.at/,"{'lat': '47.0786', 'long': '9.8788'}",Austria,Bludenz,2100.0,1450.0,27.0,9.0,26.0,400.0,1
251,Hochstein,1003.4,https://www.lienzer-bergbahnen.at/de/skifahren/155-skigebiet-hochstein-lienz-osttirol.html,"{'lat': '46.8333', 'long': '12.7667'}",Austria,Lienz,1988.0,1320.0,12.0,4.0,3.0,250.0,1
252,June Mountain,1003.3,https://www.junemountain.com/,"{'lat': '37.7592', 'long': '-119.0903'}",USA,California,3075.0,787.0,41.0,7.0,3.0,750.0,1
253,Sun Peaks,1003.2,https://www.sunpeaksresort.com/,"{'lat': '50.8847', 'long': '-119.8854'}",Canada,British Columbia,2082.0,884.0,135.0,12.0,51.0,550.0,1
254,Grosseck/Speiereck,1003.0,https://www.grosseck-speiereck.at/,"{'lat': '47.1413', 'long': '13.6835'}",Austria,Tamsweg,2400.0,1305.0,50.0,10.0,9.0,300.0,1
255,Grüsch Danusa,1002.7,https://www.gruesch-danusa.ch/,"{'lat': '46.9713', 'long': '9.6398'}",Switzerland,Graubünden,1800.0,1200.0,34.0,6.0,5.0,400.0,1
256,Big White,1002.4,https://www.bigwhite.com,"{'lat': '49.7215', 'long': '-118.9274'}",Canada,British Columbia,2285.0,777.0,105.0,12.0,84.0,750.0,1
257,Diamond Peak,1002.3,https://www.diamondpeak.com/,"{'lat': '39.2497', 'long': '-119.9288'}",USA,Nevada,2602.0,560.0,16.3,7.0,16.0,914.0,1
258,Idre Fjäll,1002.3,https://www.idrefjall.se/,"{'lat': '61.8583', 'long': '12.7183'}",Sweden,Dalarna,890.0,302.0,41.0,24.0,54.0,180.0,9
259,Geilo,1001.8,https://www.skigeilo.no/,"{'lat': '60.5336', 'long': '8.2055'}",Norway,Viken,1178.0,399.0,34.0,20.0,34.0,300.0,1
260,Catinaccio/Ciampedie,1001.8,http://www.catinacciodolomiti.it,"{'lat': '46.4233', 'long': '11.6683'}",Italy,Trentino-Alto Adige,2095.0,773.0,13.5,6.0,3.0,400.0,1
261,Panorama,1001.7,https://www.panoramaresort.com/,"{'lat': '50.4606', 'long': '-116.2375'}",Canada,British Columbia,2365.0,1215.0,112.0,10.0,39.0,500.0,1
262,Les 7 Laux,1001.1,https://www.les7laux.com/,"{'lat': '45.2862', 'long': '5.9728'}",France,Isère,2400.0,1050.0,120.0,22.0,84.0,400.0,1
263,Muikamachi Hakkaisan,1000.4,https://www.princehotels.com/en/ski/hakkaisan/,"{'lat': '37.0713', 'long': '138.982'}",Japan,Niigata Prefecture,1147.0,792.0,12.0,4.0,12.0,1200.0,1
264,Lermoos – Grubigstein,1000.4,https://www.bergbahnen-langes.at/,"{'lat': '47.3986', 'long': '10.8783'}",Austria,Reutte,2100.0,1096.0,26.5,8.0,3.0,300.0,1
265,Hochzeiger,1000.3,https://www.pitztal.com/de/hochzeiger-im-winter,"{'lat': '47.1757', 'long': '10.7331'}",Austria,Imst,2488.0,1038.0,40.0,9.0,3.0,400.0,1
266,Hemavan,1000.2,https://hemavan.nu/,"{'lat': '65.8142', 'long': '15.0850'}",Sweden,Västerbotten,1135.0,665.0,30.0,10.0,30.0,400.0,1
267,Wispile,999.8,https://www.gstaad.ch/bergbahnen/unsere-berge/wispile.html,"{'lat': '46.4645', 'long': '7.2883'}",Switzerland,Bern,1939.0,896.0,8.9,5.0,6.0,400.0,1
268,Anzère,999.5,https://www.anzere.ch/,"{'lat': '46.296810', 'long': '7.405612'}",Switzerland,Valais,2420.0,904.0,58.0,13.0,3.0,350.0,1
269,Rauriser Hochalmbahnen,999.3,https://www.hochalmbahnen.at/,"{'lat': '47.2257', 'long': '12.9920'}",Austria,Zell am See,2175.0,1225.0,32.0,10.0,3.0,450.0,1
270,Mt. Rose,999.2,https://skirose.com/,"{'lat': '39.3241', 'long': '-119.8848'}",USA,Nevada,2957.0,550.0,60.0,8.0,60.0,900.0,1
271,Les Orres,999.1,https://www.lesorres.com/,"{'lat': '44.4990', 'long': '6.5627'}",France,Hautes-Alpes,2720.0,1170.0,100.0,17.0,3.0,350.0,1
272,Steinplatte-Winklmoosalm,998.7,https://www.steinplatte.tirol/,"{'lat': '47.63', 'long': '12.57'}",Austria,Kitzbühel District,1860.0,1120.0,42.0,14.0,3.0,250.0,1
273,Hakkoda,998.4,http://www.hakkoda-ropeway.jp/,"{'lat': '40.651032', 'long': '140.853180'}",Japan,Aomori Prefecture,1324.0,666.0,10.0,3.0,3.0,1400.0,1
274,Loveland,998.4,https://skiloveland.com/,"{'lat': '39.6803', 'long': '-105.8974'}",USA,Colorado,3871.0,626.0,93.0,10.0,9.0,760.0,1
275,Red Mountain Resort,998.0,https://www.redresort.com/,"{'lat': '49.1039', 'long': '-117.7990'}",Canada,British Columbia,2075.0,890.0,120.0,8.0,49.0,700.0,1
276,Schlick 2000,998.0,https://www.stubai.at/skigebiete/schlick2000/,"{'lat': '47.1408', 'long': '11.3463'}",Austria,Innsbruck-Land,2240.0,1231.0,25.0,9.0,3.0,400.0,1
277,Sonnenkopf,997.2,http://www.sonnenkopf.com,"{'lat': '47.1375', 'long': '10.0794'}",Austria,Bludenz,2300.0,1300.0,29.0,9.0,3.0,300.0,1
278,Ax 3 Domaines,997.2,https://www.ax.ski/,"{'lat': '42.718', 'long': '1.841'}",France,Occitania,2346.0,966.0,80.0,19.0,20.0,400.0,1
279,Alto Sangro,997.1,https://roccaraso.net/,"{'lat': '41.8428', 'long': '14.0792'}",Italy,Abruzzo,2141.0,832.0,90.5,24.0,3.0,300.0,1
280,Leysin,996.8,https://www.alpesvaudoises.ch/fr/pages/tlml,"{'lat': '46.35434', 'long': '7.00165'}",Switzerland,Waadt,2198.0,948.0,60.0,12.0,31.0,400.0,1
281,Pejo 3000,996.8,https://www.skipejo.it/,"{'lat': '46.3421', 'long': '10.6466'}",Italy,Trentino-Alto Adige,3000.0,1600.0,20.0,7.0,8.0,300.0,1
282,Rosskopf,996.7,https://www.rosskopf.com/,"{'lat': '46.8991', 'long': '11.4339'}",Italy,Trentino-Alto Adige/Südtirol,2120.0,1172.0,20.0,3.0,3.0,400.0,1
283,Leukerbad,996.6,https://leukerbad.ch/,"{'lat': '46.3773', 'long': '7.6307'}",Switzerland,Valais,2610.0,1199.0,47.0,13.0,3.0,300.0,1
284,Walmendingerhorn-Heuberg,996.2,https://www.ok-bergbahnen.com/winter/skigebiete/walmendingerhorn-ifen-heuberg/,"{'lat': '47.3200', 'long': '10.1650'}",Austria,Bregenz,1946.0,876.0,34.0,13.0,15.0,291.0,1
285,Dachstein West,996.0,https://www.dachstein.at/,"{'lat': '47.5385', 'long': '13.4999'}",Austria,Tennengau,1617.0,872.0,51.0,22.0,42.0,250.0,1
286,Sudelfeld,995.9,https://www.sudelfeld.de/,"{'lat': '47.6750', 'long': '11.9394'}",Germany,Miesbach,1563.0,713.0,31.0,13.0,23.0,300.0,1
287,Goldeck,995.7,https://sportberg-goldeck.com/,"{'lat': '46.7986', 'long': '13.4820'}",Austria,Spittal an der Drau,2142.0,1595.0,25.0,6.0,3.0,300.0,1
288,Voss Resort,995.7,https://www.vossresort.no/,"{'lat': '60.6308', 'long': '6.4204'}",Norway,Vestland,964.0,680.0,45.0,11.0,35.0,400.0,1
289,Puy-Saint-Vincent,995.5,https://www.paysdesecrins.com/nos-stations/puy-saint-vincent,"{'lat': '44.8211', 'long': '6.4964'}",France,Hautes-Alpes,2677.0,1270.0,75.0,11.0,17.0,400.0,1
